,job_id,job_title,company_size,company_industry,country,remote_type,experience_levels,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
5329,5330,Data Scientist,Enterprise,Education,Germany,Remote,1,5,Bachelor,0,1,0,1,1,74514.0,2,2025,Low,3
5330,5331,Business Analyst,Enterprise,Technology,UK,Onsite,3,12,Bachelor,0,1,1,1,1,141412.0,4,2026,High,4
5331,5332,Data Engineer,MNC,Technology,Canada,Remote,1,3,Bachelor,0,0,1,1,0,100769.0,2,2026,High,8
5332,5333,Data Analyst,Medium,Retail,Germany,Remote,1,6,Bachelor,1,1,0,0,1,60475.0,2,2024,Low,2
5333,5334,Data Analyst,Medium,Healthcare,UK,Onsite,1,4,Master,1,0,0,0,1,61290.0,10,2020,Low,3
5334,5335,Machine Learning Engineer,Medium,Healthcare,India,Remote,3,3,PhD,1,0,1,0,0,150571.0,2,2022,Low,4
5335,5336,AI Engineer,Startup,Healthcare,Singapore,Remote,1,0,PhD,0,1,0,0,1,96192.0,9,2025,Low,6
5336,5337,Data Analyst,MNC,Retail,India,Onsite,2,11,Bachelor,1,1,1,0,0,108511.0,6,2021,High,8
5337,5338,Data Engineer,MNC,Education,Singapore,Onsite,3,2,Bachelor,1,1,1,0,0,139778.0,12,2025,Low,3
5338,5339,Data Scientist,MNC,Healthcare,Canada,Onsite,3,2,Master,1,1,0,1,1,148904.0,3,2020,Low,3
5339,5340,Data Engineer,MNC,Finance,Singapore,Onsite,2,2,Master,1,1,0,1,1,120003.0,12,2024,Low,6
5340,5341,Data Engineer,Medium,E-commerce,USA,Hybrid,3,14,Bachelor,1,1,0,1,0,110580.0,6,2023,Medium,3
5341,5342,Data Engineer,MNC,Finance,Singapore,Onsite,3,11,Bachelor,1,0,0,0,0,118943.0,6,2025,High,8
5342,5343,Data Analyst,Enterprise,Finance,Australia,Onsite,1,9,Master,1,1,1,1,0,82655.0,7,2024,High,8
5343,5344,Data Scientist,MNC,Technology,Germany,Onsite,2,2,PhD,1,0,0,1,1,116809.0,2,2021,High,9
5344,5345,Machine Learning Engineer,Medium,E-commerce,India,Remote,2,1,Bachelor,1,0,0,1,1,137892.0,5,2023,Low,2
5345,5346,Data Engineer,Enterprise,E-commerce,India,Onsite,2,10,Bachelor,1,0,0,0,0,75372.0,2,2025,Medium,3
5346,5347,Data Engineer,Medium,Education,India,Onsite,2,12,Bachelor,1,0,1,0,1,102851.0,12,2023,High,7
5347,5348,AI Engineer,Medium,Retail,Singapore,Hybrid,1,13,PhD,0,1,0,1,0,102196.0,2,2025,Medium,6
5348,5349,Data Analyst,Startup,Finance,USA,Onsite,2,13,PhD,1,1,1,1,1,118193.0,7,2022,High,1
5349,5350,Data Engineer,Startup,Healthcare,Australia,Remote,2,13,Bachelor,0,1,0,0,1,83183.0,4,2020,Medium,2
5350,5351,Machine Learning Engineer,Enterprise,Technology,USA,Remote,1,10,PhD,0,0,0,1,0,105031.0,11,2024,High,7
5351,5352,Data Analyst,MNC,Education,Singapore,Onsite,2,4,PhD,1,1,1,0,1,116035.0,7,2024,Low,3
5352,5353,Data Engineer,Medium,Retail,USA,Remote,3,7,Bachelor,0,1,1,0,0,113651.0,7,2023,High,7
5353,5354,AI Engineer,Medium,E-commerce,USA,Remote,1,2,Bachelor,0,0,1,1,0,123577.0,6,2023,High,7
5354,5355,Machine Learning Engineer,Startup,Retail,USA,Remote,1,1,Master,1,1,1,0,1,113142.0,6,2021,Low,1
5355,5356,Data Analyst,MNC,Education,UK,Hybrid,3,9,Bachelor,0,1,1,0,0,139938.0,7,2020,High,8
5356,5357,Machine Learning Engineer,Startup,Healthcare,Singapore,Onsite,3,1,Master,0,1,1,0,0,153097.0,12,2024,Low,6
5357,5358,Data Engineer,MNC,Technology,USA,Hybrid,1,7,Bachelor,0,1,1,0,0,86742.0,8,2026,Low,6
5358,5359,AI Engineer,Enterprise,Finance,India,Hybrid,3,12,Master,1,0,0,0,0,141173.0,8,2024,Medium,1
5359,5360,Business Analyst,MNC,Retail,USA,Remote,2,1,Bachelor,0,1,0,1,1,115429.0,6,2026,Low,5
5360,5361,Business Analyst,Medium,Healthcare,India,Onsite,1,12,Master,1,0,0,1,0,63122.0,12,2026,Medium,6
5361,5362,AI Engineer,Enterprise,Education,USA,Hybrid,2,12,Master,0,0,0,1,1,140479.0,9,2025,High,7
5362,5363,Data Analyst,Enterprise,Technology,India,Onsite,2,2,Bachelor,0,0,1,0,0,93955.0,12,2024,Low,2
5363,5364,Data Analyst,Medium,Retail,Australia,Onsite,1,7,Master,1,0,1,1,0,81773.0,9,2024,High,5
5364,5365,AI Engineer,Medium,E-commerce,UK,Hybrid,1,7,Bachelor,0,0,1,0,0,108919.0,8,2024,Low,4
5365,5366,Business Analyst,Startup,Technology,India,Remote,2,2,Bachelor,0,1,0,0,1,86883.0,11,2021,High,8
5366,5367,Data Engineer,Enterprise,Healthcare,Australia,Remote,3,2,Bachelor,1,0,0,1,0,113817.0,5,2022,High,7
5367,5368,Business Analyst,Enterprise,Technology,Australia,Hybrid,1,13,Bachelor,0,1,0,1,0,63996.0,12,2025,High,9
5368,5369,Data Scientist,Startup,Retail,Canada,Onsite,1,9,Bachelor,0,0,0,1,1,75880.0,1,2025,Medium,4
5369,5370,AI Engineer,Enterprise,Retail,USA,Remote,2,10,PhD,1,0,1,0,1,140919.0,11,2020,Medium,4
5370,5371,Machine Learning Engineer,Medium,Healthcare,UK,Remote,2,9,PhD,1,1,1,0,1,144424.0,10,2024,High,9
5371,5372,Data Scientist,MNC,E-commerce,USA,Hybrid,3,1,PhD,0,1,1,0,0,135271.0,10,2026,Low,2
5372,5373,Data Scientist,Startup,E-commerce,Germany,Onsite,3,4,PhD,0,1,0,1,1,128370.0,12,2021,High,9
5373,5374,Data Engineer,Medium,E-commerce,Germany,Hybrid,1,6,Master,1,0,0,0,1,55142.0,1,2024,Low,6
5374,5375,Data Analyst,Medium,E-commerce,UK,Onsite,2,12,Bachelor,1,0,1,0,0,91581.0,8,2022,Medium,2
5375,5376,Business Analyst,Startup,Retail,USA,Onsite,3,8,Bachelor,1,1,0,0,0,99995.0,7,2023,Medium,1
5376,5377,Data Analyst,Medium,Technology,UK,Remote,2,13,Master,0,0,0,1,1,95155.0,11,2023,High,7
5377,5378,Machine Learning Engineer,MNC,Healthcare,Canada,Hybrid,2,8,Master,0,0,1,0,1,161497.0,3,2024,Medium,4
5378,5379,Data Analyst,MNC,Technology,Australia,Onsite,1,9,Bachelor,0,0,0,0,0,68249.0,3,2025,Medium,5
5379,5380,AI Engineer,Enterprise,Healthcare,USA,Remote,2,10,PhD,0,1,0,0,0,110551.0,2,2021,Medium,1
5380,5381,Data Scientist,Startup,Technology,Canada,Onsite,2,7,PhD,0,1,1,0,0,93461.0,5,2025,High,8
5381,5382,Data Scientist,Startup,Technology,USA,Hybrid,3,1,Master,0,1,1,0,1,128519.0,5,2021,High,9
5382,5383,AI Engineer,Enterprise,Education,Germany,Hybrid,2,12,Bachelor,1,0,0,1,1,144300.0,4,2025,High,7
5383,5384,Machine Learning Engineer,Medium,Technology,UK,Hybrid,1,12,Master,0,1,0,1,1,116140.0,8,2020,High,9
5384,5385,Data Engineer,Enterprise,Technology,India,Onsite,3,3,Bachelor,1,0,1,0,1,124195.0,4,2020,Low,4
5385,5386,Data Scientist,Medium,E-commerce,USA,Onsite,2,4,Bachelor,0,0,1,1,1,111067.0,11,2022,High,5
5386,5387,Business Analyst,MNC,Retail,USA,Onsite,1,10,Bachelor,1,1,0,1,1,95877.0,2,2023,High,8
5387,5388,AI Engineer,Startup,Technology,India,Remote,1,9,Master,0,1,1,1,0,119319.0,6,2023,High,1
5388,5389,AI Engineer,Enterprise,E-commerce,Singapore,Remote,3,1,PhD,0,0,1,1,0,168533.0,11,2026,High,1
5389,5390,AI Engineer,Medium,Finance,Singapore,Remote,2,10,Master,1,1,0,0,0,119371.0,2,2023,Medium,1
5390,5391,AI Engineer,MNC,Retail,Singapore,Hybrid,2,9,PhD,0,0,0,1,0,146943.0,7,2024,Medium,6
5391,5392,Data Engineer,Medium,Retail,Germany,Onsite,1,3,Master,1,0,0,0,1,59776.0,9,2025,High,7
5392,5393,Data Engineer,Startup,Healthcare,UK,Remote,1,13,PhD,0,0,0,0,1,61026.0,11,2025,Medium,5
5393,5394,Data Scientist,Enterprise,Retail,Singapore,Remote,1,7,PhD,0,1,1,1,1,90370.0,6,2023,High,2
5394,5395,Business Analyst,Startup,Education,Germany,Remote,3,1,Master,0,1,0,1,1,120702.0,9,2023,Low,4
5395,5396,Machine Learning Engineer,Startup,Education,USA,Hybrid,1,1,Bachelor,0,0,0,0,0,88003.0,11,2020,High,8
5396,5397,Machine Learning Engineer,MNC,Healthcare,Singapore,Hybrid,2,8,Bachelor,1,0,0,0,1,140119.0,8,2022,High,8
5397,5398,Machine Learning Engineer,MNC,Education,USA,Remote,3,7,PhD,0,0,1,0,0,177683.0,9,2024,High,8
5398,5399,Data Engineer,MNC,Education,Canada,Remote,3,2,Master,0,1,0,1,0,138858.0,2,2025,Low,6
5399,5400,Data Analyst,Enterprise,Retail,USA,Remote,1,6,Master,0,0,1,0,0,69748.0,8,2025,Low,2
5400,5401,Business Analyst,Enterprise,Healthcare,Singapore,Onsite,3,13,Bachelor,1,0,0,1,0,116756.0,9,2023,High,8
5401,5402,Machine Learning Engineer,Medium,Technology,UK,Remote,2,0,Bachelor,0,1,0,0,0,114204.0,9,2020,High,7
5402,5403,Data Engineer,MNC,E-commerce,Singapore,Onsite,2,6,PhD,1,0,1,0,1,120829.0,7,2021,Low,4
5403,5404,AI Engineer,Startup,Education,USA,Onsite,2,5,Bachelor,1,0,0,0,0,118688.0,7,2025,Low,5
5404,5405,Data Engineer,Startup,Technology,Australia,Hybrid,2,6,Bachelor,1,0,0,1,1,95761.0,1,2026,High,9
5405,5406,Machine Learning Engineer,MNC,Technology,Germany,Remote,1,10,Bachelor,1,0,1,0,1,130945.0,11,2020,Medium,2
5406,5407,AI Engineer,Enterprise,Finance,Germany,Hybrid,3,5,Bachelor,0,0,0,1,0,154609.0,10,2024,High,9
5407,5408,Data Engineer,Medium,Finance,Canada,Hybrid,3,13,PhD,0,1,0,0,0,97919.0,8,2025,High,8
5408,5409,Data Scientist,Medium,E-commerce,Australia,Hybrid,3,14,Bachelor,1,1,0,1,1,128976.0,9,2025,Medium,2
5409,5410,Machine Learning Engineer,Medium,Technology,India,Hybrid,3,7,PhD,0,1,0,1,0,153658.0,4,2023,Low,2
5410,5411,AI Engineer,Medium,Education,UK,Hybrid,3,1,PhD,1,0,0,1,1,160993.0,3,2020,Low,1
5411,5412,Data Scientist,Enterprise,E-commerce,Canada,Hybrid,2,6,PhD,0,1,0,0,1,80949.0,4,2020,Low,3
5412,5413,AI Engineer,MNC,Finance,Australia,Onsite,3,0,Bachelor,0,0,1,0,0,174153.0,9,2021,Low,3
5413,5414,Data Scientist,Medium,E-commerce,USA,Hybrid,1,13,Bachelor,0,1,0,0,1,61975.0,9,2021,Medium,2
5414,5415,Data Scientist,Startup,Finance,Australia,Onsite,1,10,Master,1,0,0,0,1,55685.0,2,2026,High,8
5415,5416,AI Engineer,Enterprise,Healthcare,UK,Onsite,3,8,Master,0,1,1,0,1,167049.0,1,2023,Medium,5
5416,5417,Business Analyst,MNC,Technology,Australia,Hybrid,1,2,PhD,0,0,0,0,1,76369.0,2,2024,High,9
5417,5418,Data Engineer,MNC,Technology,UK,Onsite,2,4,Master,1,1,1,0,1,124928.0,2,2026,High,7
5418,5419,Machine Learning Engineer,MNC,Finance,USA,Remote,1,8,Master,1,0,1,0,0,125086.0,11,2022,Medium,1
5419,5420,Data Engineer,Startup,Education,Singapore,Hybrid,1,12,Master,1,1,1,1,1,92717.0,1,2025,High,3
5420,5421,Data Scientist,Startup,Technology,Canada,Remote,1,11,Bachelor,1,0,1,1,0,79340.0,6,2025,High,6
5421,5422,Data Scientist,Startup,E-commerce,USA,Remote,3,5,PhD,0,0,1,1,1,142844.0,10,2022,High,8
5422,5423,Machine Learning Engineer,Startup,E-commerce,Germany,Onsite,2,4,PhD,1,1,1,1,0,147270.0,4,2024,High,5
5423,5424,Data Scientist,Startup,Finance,Germany,Onsite,1,14,PhD,1,1,0,1,1,76120.0,4,2020,High,9
5424,5425,Data Scientist,Startup,Technology,USA,Hybrid,1,14,PhD,0,0,1,0,0,67799.0,5,2022,Medium,3
5425,5426,Machine Learning Engineer,Medium,Technology,Australia,Remote,3,7,Bachelor,0,0,0,0,0,141961.0,10,2021,High,9
5426,5427,Data Scientist,Startup,Retail,Singapore,Hybrid,1,5,Bachelor,1,1,0,1,1,75817.0,2,2023,Low,6
5427,5428,AI Engineer,Medium,Retail,India,Remote,1,0,PhD,0,1,0,0,1,102165.0,12,2020,High,7
5428,5429,Machine Learning Engineer,Startup,Retail,UK,Remote,2,1,Bachelor,1,0,0,1,1,137549.0,9,2021,Low,4
5429,5430,AI Engineer,Startup,E-commerce,India,Hybrid,1,13,Master,1,1,1,0,0,107996.0,12,2022,High,9
5430,5431,Data Scientist,Enterprise,Finance,Australia,Hybrid,3,14,PhD,0,1,1,0,1,129501.0,10,2022,Medium,3
5431,5432,Data Scientist,MNC,Education,Canada,Remote,2,12,Master,1,0,1,0,1,116501.0,5,2023,High,9
5432,5433,AI Engineer,Medium,Finance,Canada,Onsite,1,4,Bachelor,1,1,1,1,1,126023.0,5,2020,High,1
5433,5434,Data Analyst,Enterprise,Retail,Singapore,Onsite,2,14,PhD,0,0,1,0,1,98823.0,8,2025,High,8
5434,5435,Machine Learning Engineer,Startup,Retail,Australia,Onsite,3,1,Master,1,0,1,0,0,154944.0,10,2023,Low,2
5435,5436,Machine Learning Engineer,MNC,Finance,UK,Hybrid,1,9,Bachelor,0,1,0,1,0,121004.0,1,2022,High,9
5436,5437,Business Analyst,MNC,Technology,USA,Remote,2,4,PhD,1,0,0,0,1,100017.0,11,2021,Low,4
5437,5438,Machine Learning Engineer,MNC,Education,India,Onsite,1,9,Bachelor,1,1,1,0,0,127645.0,2,2023,High,9
5438,5439,Data Analyst,Enterprise,Education,USA,Remote,2,0,PhD,1,0,1,1,1,112537.0,5,2021,High,2
5439,5440,Machine Learning Engineer,Medium,E-commerce,Canada,Onsite,1,13,Bachelor,1,0,1,1,0,115369.0,1,2024,High,8
5440,5441,Machine Learning Engineer,Medium,Finance,UK,Hybrid,1,5,Bachelor,0,1,0,1,0,103967.0,6,2021,Low,1
5441,5442,Data Analyst,Enterprise,Healthcare,USA,Hybrid,1,7,Bachelor,1,1,1,1,1,85316.0,8,2026,High,7
5442,5443,Data Engineer,Startup,Technology,India,Hybrid,3,9,Master,1,0,1,1,0,127561.0,3,2023,High,4
5443,5444,Machine Learning Engineer,Enterprise,Retail,UK,Hybrid,2,2,PhD,1,0,0,1,0,129257.0,3,2026,High,8
5444,5445,Data Analyst,Startup,Technology,UK,Remote,2,9,Bachelor,0,0,0,1,1,102218.0,5,2021,High,8
5445,5446,Data Scientist,Startup,Education,USA,Hybrid,1,13,Master,0,1,1,0,0,63129.0,10,2024,Medium,2
5446,5447,Data Engineer,Enterprise,Finance,Canada,Onsite,3,2,Bachelor,0,1,1,0,1,127579.0,1,2024,Low,3
5447,5448,AI Engineer,Enterprise,Finance,Singapore,Onsite,2,10,Master,0,1,1,0,0,129863.0,4,2021,Medium,3
5448,5449,Data Analyst,MNC,Finance,Australia,Remote,2,10,Bachelor,1,0,1,0,0,107769.0,10,2026,Medium,4
5449,5450,Data Scientist,Enterprise,Education,Germany,Hybrid,1,3,Master,0,1,0,1,1,78583.0,7,2023,High,9
5450,5451,Data Scientist,Medium,Technology,Australia,Hybrid,3,2,PhD,0,1,1,0,0,112702.0,1,2026,High,8
5451,5452,Data Analyst,Medium,Technology,Singapore,Remote,2,1,Master,0,0,1,1,1,112453.0,4,2022,High,1
5452,5453,Data Scientist,Startup,Education,Singapore,Hybrid,1,5,Master,0,0,0,1,0,66742.0,12,2024,Low,5
5453,5454,Data Engineer,Medium,Retail,Germany,Remote,3,6,Bachelor,0,0,1,0,1,128902.0,5,2021,Low,3
5454,5455,Data Engineer,Enterprise,Technology,Germany,Hybrid,2,1,PhD,0,1,1,1,1,116466.0,7,2020,High,7
5455,5456,Machine Learning Engineer,Startup,Retail,Canada,Remote,1,5,Bachelor,1,1,0,0,1,96874.0,5,2024,High,8
5456,5457,AI Engineer,Startup,E-commerce,USA,Remote,2,8,Master,0,1,0,1,0,131881.0,5,2024,High,7
5457,5458,AI Engineer,Startup,Retail,Singapore,Onsite,3,12,Master,0,1,1,0,0,158025.0,2,2021,Medium,6
5458,5459,Data Analyst,Startup,Healthcare,India,Remote,1,0,PhD,1,0,1,0,1,70679.0,5,2021,Low,3
5459,5460,Data Analyst,Startup,Finance,UK,Onsite,2,11,PhD,0,0,0,1,0,87001.0,9,2021,Medium,6
5460,5461,Machine Learning Engineer,MNC,Healthcare,Germany,Remote,2,3,Bachelor,1,1,1,1,1,174490.0,4,2022,High,3
5461,5462,Data Scientist,Medium,Retail,Canada,Remote,2,12,Master,0,1,0,0,0,72564.0,10,2023,High,8
5462,5463,Data Analyst,Enterprise,Retail,UK,Onsite,2,11,Bachelor,0,1,1,0,0,92015.0,9,2020,High,8
5463,5464,Business Analyst,Medium,E-commerce,India,Onsite,3,10,Bachelor,1,1,1,0,0,114182.0,8,2024,Medium,3
5464,5465,Data Engineer,Startup,Healthcare,Singapore,Hybrid,1,7,Bachelor,1,0,0,1,0,65882.0,9,2024,High,8
5465,5466,Data Analyst,Medium,Retail,Germany,Hybrid,1,10,Bachelor,1,1,1,1,0,83789.0,12,2023,High,6
5466,5467,AI Engineer,Startup,Healthcare,Singapore,Onsite,2,13,Master,1,0,0,0,0,118647.0,6,2026,High,9
5467,5468,Business Analyst,Medium,Retail,Australia,Onsite,3,13,Master,0,1,1,0,1,129276.0,9,2025,High,9
5468,5469,AI Engineer,Medium,Education,Singapore,Hybrid,1,14,PhD,1,1,0,1,1,113739.0,3,2023,Medium,1
5469,5470,AI Engineer,Medium,Retail,Canada,Onsite,3,5,Bachelor,1,0,0,0,1,149152.0,10,2023,Low,4
5470,5471,Machine Learning Engineer,Medium,Technology,Canada,Hybrid,3,11,Master,0,1,0,0,1,148828.0,6,2025,High,7
5471,5472,Data Engineer,Startup,Education,Canada,Remote,2,5,Master,1,1,1,0,1,102992.0,8,2024,Low,3
5472,5473,Data Analyst,MNC,Education,Canada,Remote,1,14,Bachelor,0,1,1,0,1,90028.0,9,2025,Medium,3
5473,5474,Data Scientist,Startup,Finance,Australia,Remote,1,8,PhD,0,0,1,1,1,91712.0,10,2021,High,2
5474,5475,Data Scientist,MNC,Technology,Singapore,Remote,1,9,PhD,0,0,0,1,0,89916.0,10,2023,High,8
5475,5476,Business Analyst,Medium,Retail,Australia,Hybrid,3,9,Master,0,1,1,0,1,126056.0,10,2026,Medium,2
5476,5477,AI Engineer,Enterprise,Finance,UK,Hybrid,3,1,Master,1,1,1,1,1,175746.0,10,2020,High,6
5477,5478,Business Analyst,Startup,Finance,Germany,Hybrid,3,1,PhD,0,1,0,0,0,102932.0,3,2025,Low,5
5478,5479,AI Engineer,Medium,Retail,Germany,Remote,3,0,PhD,1,0,0,1,0,156626.0,1,2021,High,7
5479,5480,Business Analyst,Startup,Technology,Australia,Hybrid,1,6,PhD,1,0,0,1,0,67467.0,4,2026,Low,5
5480,5481,Machine Learning Engineer,Medium,E-commerce,UK,Onsite,1,3,PhD,0,1,1,0,1,115036.0,8,2022,Low,4
5481,5482,Data Engineer,MNC,Healthcare,USA,Onsite,2,12,Master,1,1,0,1,1,124416.0,8,2025,Medium,4
5482,5483,Business Analyst,Startup,Finance,Australia,Onsite,1,4,Bachelor,1,1,1,0,0,62501.0,11,2022,Low,2
5483,5484,Business Analyst,Startup,Technology,USA,Remote,3,13,Bachelor,0,0,1,0,1,126493.0,6,2020,Medium,1
5484,5485,Data Engineer,Enterprise,Healthcare,Germany,Remote,2,2,Bachelor,0,0,1,0,0,91942.0,9,2022,High,9
5485,5486,Data Engineer,Startup,Education,Singapore,Hybrid,3,8,Bachelor,0,1,0,1,1,127937.0,6,2026,Medium,6
5486,5487,Data Engineer,Medium,Technology,UK,Onsite,1,3,Bachelor,0,0,0,1,0,63482.0,11,2020,Low,1
5487,5488,Data Engineer,Medium,Technology,UK,Remote,1,6,Master,1,1,1,0,0,67222.0,8,2022,High,7
5488,5489,Data Analyst,MNC,Technology,Singapore,Remote,1,1,Master,0,0,0,1,1,92596.0,10,2020,Low,5
5489,5490,Data Scientist,MNC,Education,USA,Hybrid,3,4,PhD,0,1,1,1,0,153573.0,4,2024,High,4
5490,5491,Data Engineer,Startup,E-commerce,Australia,Hybrid,1,8,PhD,0,1,1,1,1,89153.0,4,2020,High,8
5491,5492,AI Engineer,Enterprise,Finance,USA,Remote,3,5,PhD,0,1,0,0,1,154419.0,12,2022,Low,5
5492,5493,AI Engineer,Enterprise,Retail,Singapore,Hybrid,3,5,Master,0,1,0,1,0,158749.0,12,2021,High,9
5493,5494,Data Scientist,MNC,E-commerce,Singapore,Onsite,2,5,Master,1,0,0,1,1,119057.0,2,2024,High,7
5494,5495,Data Analyst,Medium,E-commerce,Germany,Onsite,2,4,Bachelor,0,0,1,0,0,90939.0,7,2025,Low,2
5495,5496,AI Engineer,MNC,Education,USA,Onsite,2,9,Bachelor,1,0,1,0,1,159457.0,2,2026,Medium,1
5496,5497,Data Scientist,Startup,Healthcare,Canada,Remote,1,14,PhD,0,0,0,0,0,50273.0,2,2025,Medium,5
5497,5498,AI Engineer,MNC,Technology,UK,Onsite,2,1,Master,1,0,1,1,0,161889.0,5,2023,High,8
5498,5499,Data Scientist,Startup,Education,India,Remote,1,7,Bachelor,0,1,1,0,0,66464.0,6,2025,Low,1
5499,5500,Data Analyst,MNC,Finance,Canada,Hybrid,3,1,Bachelor,1,1,0,0,0,122266.0,11,2023,Low,3
5500,5501,Data Engineer,Medium,E-commerce,USA,Remote,3,3,PhD,0,1,0,0,1,107939.0,1,2022,Low,3
5501,5502,Machine Learning Engineer,Medium,Retail,Australia,Hybrid,3,7,Bachelor,0,1,1,0,1,168964.0,5,2020,High,8
5502,5503,Data Analyst,MNC,Healthcare,Australia,Hybrid,2,2,Bachelor,1,1,0,0,0,96070.0,11,2022,Low,6
5503,5504,Business Analyst,Medium,E-commerce,Germany,Hybrid,1,0,Bachelor,1,0,0,0,0,52604.0,10,2023,Low,2
5504,5505,Data Engineer,MNC,E-commerce,Australia,Onsite,3,5,Bachelor,0,0,0,0,0,122243.0,8,2025,Low,6
5505,5506,Data Engineer,Medium,Retail,Germany,Onsite,2,12,Bachelor,1,1,1,1,1,115978.0,6,2023,High,8
5506,5507,Data Analyst,Medium,Retail,India,Onsite,3,4,Master,1,0,1,0,1,121878.0,6,2025,Low,1
5507,5508,Data Analyst,Startup,Healthcare,Canada,Hybrid,2,7,Master,0,1,0,1,1,104313.0,9,2026,High,7
5508,5509,Data Analyst,Startup,Retail,Australia,Hybrid,3,14,PhD,0,1,0,0,1,111470.0,3,2024,Medium,5
5509,5510,Machine Learning Engineer,Startup,Healthcare,UK,Onsite,1,12,PhD,0,0,0,1,0,104930.0,4,2021,Medium,6
5510,5511,AI Engineer,Enterprise,Finance,Germany,Onsite,3,7,PhD,0,1,1,0,1,168519.0,10,2022,Low,4
5511,5512,Business Analyst,Startup,E-commerce,Canada,Remote,2,4,Bachelor,0,0,1,0,1,104980.0,9,2026,High,9
5512,5513,Data Engineer,Enterprise,Retail,Australia,Hybrid,2,10,Bachelor,0,1,0,1,0,89086.0,10,2025,Medium,1
5513,5514,Data Analyst,Medium,Finance,Canada,Onsite,1,5,Master,0,1,0,0,1,55946.0,11,2021,Low,4
5514,5515,Data Analyst,Enterprise,E-commerce,USA,Hybrid,3,13,Bachelor,0,1,0,1,0,111206.0,8,2020,High,8
5515,5516,AI Engineer,Enterprise,Technology,USA,Remote,1,12,Master,0,1,1,1,1,131463.0,4,2022,High,6
5516,5517,Machine Learning Engineer,Medium,Finance,UK,Remote,2,5,Master,0,1,0,1,0,125683.0,8,2026,Low,6
5517,5518,Data Engineer,Startup,Retail,USA,Hybrid,2,3,PhD,0,1,1,0,1,95751.0,12,2022,Low,5
5518,5519,Machine Learning Engineer,MNC,E-commerce,Canada,Onsite,2,14,Master,1,1,0,1,1,155906.0,2,2025,Medium,4
5519,5520,Data Analyst,MNC,Technology,Canada,Hybrid,3,5,Bachelor,1,1,0,0,0,122033.0,10,2024,Low,1
5520,5521,Data Scientist,Enterprise,Education,USA,Remote,1,10,PhD,1,0,1,0,0,68227.0,7,2023,Medium,3
5521,5522,Machine Learning Engineer,Enterprise,Finance,Canada,Hybrid,2,11,Bachelor,0,1,1,0,0,134676.0,1,2022,Medium,3
5522,5523,Data Engineer,Medium,E-commerce,USA,Hybrid,1,5,Bachelor,0,1,0,0,1,57405.0,7,2022,High,8
5523,5524,Machine Learning Engineer,MNC,Retail,Singapore,Hybrid,2,0,Bachelor,1,1,0,1,1,163860.0,8,2024,Low,4
5524,5525,Data Scientist,Enterprise,E-commerce,UK,Remote,1,2,PhD,1,1,1,1,0,80949.0,10,2025,High,9
5525,5526,Machine Learning Engineer,Medium,Healthcare,Singapore,Onsite,1,13,Master,0,1,1,1,1,125619.0,8,2022,High,6
5526,5527,Data Scientist,Enterprise,Education,India,Remote,2,5,Bachelor,0,1,1,1,1,116560.0,9,2026,High,8
5527,5528,Data Scientist,Medium,E-commerce,India,Hybrid,3,0,Bachelor,1,0,0,1,0,110017.0,2,2024,Low,6
5528,5529,AI Engineer,Enterprise,Healthcare,USA,Onsite,2,4,PhD,0,0,1,1,0,146282.0,2,2023,High,7
5529,5530,Machine Learning Engineer,Startup,Technology,Australia,Onsite,1,7,Master,0,1,0,0,0,87058.0,12,2025,Low,2
5530,5531,AI Engineer,MNC,Healthcare,Australia,Remote,2,11,PhD,0,0,0,1,0,152171.0,5,2021,Medium,4
5531,5532,Business Analyst,Enterprise,Finance,Singapore,Onsite,2,13,Master,0,0,1,0,1,103527.0,12,2024,Medium,5
5532,5533,AI Engineer,Medium,Healthcare,Germany,Onsite,3,0,PhD,0,1,1,1,1,175186.0,9,2024,High,6
5533,5534,Data Engineer,MNC,Technology,USA,Onsite,1,14,PhD,0,0,1,0,0,83807.0,10,2026,High,7
5534,5535,Data Engineer,Startup,E-commerce,India,Onsite,3,4,Bachelor,0,0,1,1,0,134912.0,7,2024,High,7
5535,5536,Data Engineer,Startup,Finance,India,Hybrid,1,5,PhD,0,0,1,0,0,64171.0,8,2022,Low,5
5536,5537,Data Engineer,Enterprise,E-commerce,Canada,Onsite,3,11,PhD,1,0,1,1,0,128568.0,11,2023,High,5
5537,5538,Data Scientist,Startup,Healthcare,UK,Remote,1,10,PhD,0,1,1,1,0,75149.0,10,2025,High,8
5538,5539,Machine Learning Engineer,MNC,Healthcare,Singapore,Onsite,3,12,PhD,1,1,0,1,0,178924.0,8,2026,Medium,1
5539,5540,Data Engineer,Startup,Finance,India,Hybrid,1,11,Bachelor,1,1,0,1,1,74936.0,12,2026,High,8
5540,5541,Data Analyst,Startup,Finance,UK,Hybrid,2,3,Bachelor,1,0,1,1,0,109282.0,5,2022,High,2
5541,5542,AI Engineer,Enterprise,Education,USA,Hybrid,3,14,PhD,0,0,0,1,0,157191.0,7,2023,Medium,3
5542,5543,Business Analyst,Startup,Finance,Australia,Onsite,1,6,Bachelor,1,0,0,0,1,64213.0,3,2020,High,8
5543,5544,Data Engineer,Startup,Technology,Australia,Hybrid,1,6,Bachelor,0,1,0,0,1,61251.0,5,2026,High,7
